CVE ID,Severity,Exploited,Patch Available,GitHub PoC?
CVE-2024-0536,CRITICAL,,False,❌
CVE-2024-0537,CRITICAL,,False,❌
CVE-2024-0538,CRITICAL,,False,❌
CVE-2024-0539,CRITICAL,,False,❌
CVE-2024-0540,CRITICAL,,False,❌
CVE-2024-0541,CRITICAL,,False,❌
CVE-2024-0542,CRITICAL,,False,❌
CVE-2024-0543,HIGH,,False,❌
CVE-2024-0545,MEDIUM,,False,❌
CVE-2024-0546,HIGH,,False,❌
CVE-2024-0547,HIGH,,False,❌
CVE-2024-0548,HIGH,,False,❌
CVE-2024-0549,,,False,❌
CVE-2024-0550,MEDIUM,,False,❌
CVE-2024-0551,HIGH,,False,❌
CVE-2024-0552,CRITICAL,,False,❌
CVE-2024-0553,HIGH,,False,❌
CVE-2024-0554,MEDIUM,,False,❌
CVE-2024-0555,HIGH,,False,❌
CVE-2024-0556,MEDIUM,,False,❌
CVE-2024-0557,MEDIUM,,False,❌
CVE-2024-0558,HIGH,,False,❌
CVE-2024-0559,,,False,❌
CVE-2024-0560,MEDIUM,,False,❌
CVE-2024-0561,,,False,❌
CVE-2024-0562,HIGH,,False,❌
CVE-2024-0563,,,False,❌
CVE-2024-0564,MEDIUM,,False,❌
CVE-2024-0565,HIGH,,False,❌
CVE-2024-0566,HIGH,,False,❌
CVE-2024-0567,HIGH,,False,❌
CVE-2024-0568,HIGH,,False,❌
CVE-2024-0569,CRITICAL,,False,❌
CVE-2024-0570,CRITICAL,,False,❌
CVE-2024-0571,CRITICAL,,False,❌
CVE-2024-0572,CRITICAL,,False,❌
CVE-2024-0573,CRITICAL,,False,❌
CVE-2024-0574,CRITICAL,,False,❌
CVE-2024-0575,CRITICAL,,False,❌
CVE-2024-0576,CRITICAL,,False,❌
CVE-2024-0577,CRITICAL,,False,❌
CVE-2024-0578,CRITICAL,,False,❌
CVE-2024-0579,CRITICAL,,False,❌
CVE-2024-0580,HIGH,,False,❌
CVE-2024-0581,MEDIUM,,False,❌
CVE-2024-0582,HIGH,,False,❌
CVE-2024-0584,,,False,❌
CVE-2024-0585,MEDIUM,,False,❌
CVE-2024-0586,MEDIUM,,False,❌
CVE-2024-0587,MEDIUM,,False,❌
CVE-2024-0588,,,False,❌
CVE-2024-0589,MEDIUM,,False,❌
CVE-2024-0590,MEDIUM,,False,❌
CVE-2024-0591,,,False,❌
CVE-2024-0592,MEDIUM,,False,❌
CVE-2024-0593,,,False,❌
CVE-2024-0594,HIGH,,False,❌
CVE-2024-0595,MEDIUM,,False,❌
CVE-2024-0596,,,False,❌
CVE-2024-0597,MEDIUM,,False,❌
CVE-2024-0598,MEDIUM,,False,❌
CVE-2024-0599,MEDIUM,,False,❌
CVE-2024-0601,MEDIUM,,False,❌
CVE-2024-0602,MEDIUM,,False,❌
CVE-2024-0603,CRITICAL,,False,❌
CVE-2024-0604,MEDIUM,,False,❌
CVE-2024-0605,HIGH,,False,❌
CVE-2024-0606,MEDIUM,,False,❌
CVE-2024-0607,MEDIUM,,False,❌
CVE-2024-0608,,,False,❌
CVE-2024-0609,MEDIUM,,False,❌
CVE-2024-0610,,,False,❌
CVE-2024-0611,MEDIUM,,False,❌
CVE-2024-0612,MEDIUM,,False,❌
CVE-2024-0613,,,False,❌
CVE-2024-0614,MEDIUM,,False,❌
CVE-2024-0615,,,False,❌
CVE-2024-0616,MEDIUM,,False,❌
CVE-2024-0617,MEDIUM,,False,❌
CVE-2024-0618,MEDIUM,,False,❌
CVE-2024-0619,,,False,❌
CVE-2024-0620,MEDIUM,,False,❌
CVE-2024-0621,MEDIUM,,False,❌
CVE-2024-0622,HIGH,,False,❌
CVE-2024-0623,MEDIUM,,False,❌
CVE-2024-0624,MEDIUM,,False,❌
CVE-2024-0625,MEDIUM,,False,❌
CVE-2024-0626,,,False,❌
CVE-2024-0627,MEDIUM,,False,❌
CVE-2024-0628,LOW,,False,❌
CVE-2024-0629,,,False,❌
CVE-2024-0630,MEDIUM,,False,❌
CVE-2024-0631,MEDIUM,,False,❌
CVE-2024-0632,,,False,❌
CVE-2024-0637,,,False,❌
CVE-2024-0638,MEDIUM,,False,❌
CVE-2024-0639,MEDIUM,,False,❌
CVE-2024-0640,,,False,❌
CVE-2024-0641,MEDIUM,,False,❌
CVE-2024-0642,CRITICAL,,False,❌
CVE-2024-0643,CRITICAL,,False,❌
CVE-2024-0644,,,False,❌
CVE-2024-0645,HIGH,,False,❌
CVE-2024-0646,HIGH,,False,❌
CVE-2024-0647,MEDIUM,,False,❌
CVE-2024-0648,CRITICAL,,False,❌
CVE-2024-0649,CRITICAL,,False,❌
CVE-2024-0650,MEDIUM,,False,❌
CVE-2024-0651,HIGH,,False,❌
CVE-2024-0652,MEDIUM,,False,❌
CVE-2024-0653,MEDIUM,,False,❌
CVE-2024-0654,HIGH,,False,❌
CVE-2024-0655,CRITICAL,,False,❌
CVE-2024-0656,MEDIUM,,False,❌
CVE-2024-0657,MEDIUM,,False,❌
CVE-2024-0658,MEDIUM,,False,❌
CVE-2024-0659,MEDIUM,,False,❌
CVE-2024-0660,MEDIUM,,False,❌
CVE-2024-0662,MEDIUM,,False,❌
CVE-2024-0663,,,False,❌
CVE-2024-0664,MEDIUM,,False,❌
CVE-2024-0665,MEDIUM,,False,❌
CVE-2024-0667,MEDIUM,,False,❌
CVE-2024-0668,HIGH,,False,❌
CVE-2024-0669,HIGH,,False,❌
CVE-2024-0670,HIGH,,False,❌
CVE-2024-0671,,,False,❌
CVE-2024-0672,,,False,❌
CVE-2024-0673,,,False,❌
CVE-2024-0674,HIGH,,False,❌
CVE-2024-0675,MEDIUM,,False,❌
CVE-2024-0676,HIGH,,False,❌
CVE-2024-0677,,,False,❌
CVE-2024-0678,MEDIUM,,False,❌
CVE-2024-0679,MEDIUM,,False,❌
CVE-2024-0680,,,False,❌
CVE-2024-0681,,,False,❌
CVE-2024-0682,,,False,❌
CVE-2024-0683,HIGH,,False,❌
CVE-2024-0684,MEDIUM,,False,❌
CVE-2024-0685,CRITICAL,,False,❌
CVE-2024-0686,,,False,❌
CVE-2024-0687,,,False,❌
CVE-2024-0688,MEDIUM,,False,❌
CVE-2024-0689,MEDIUM,,False,❌
CVE-2024-0690,MEDIUM,,False,❌
CVE-2024-0691,MEDIUM,,False,❌
CVE-2024-0692,HIGH,,False,❌
CVE-2024-0693,HIGH,,False,❌
CVE-2024-0694,,,False,❌
CVE-2024-0695,MEDIUM,,False,❌
CVE-2024-0696,MEDIUM,,False,❌
CVE-2024-0697,MEDIUM,,False,❌
CVE-2024-0698,MEDIUM,,False,❌
CVE-2024-0699,HIGH,,False,❌
CVE-2024-0700,MEDIUM,,False,❌
CVE-2024-0701,MEDIUM,,False,❌
CVE-2024-0702,,,False,❌
CVE-2024-0703,MEDIUM,,False,❌
CVE-2024-0704,,,False,❌
